ti,repo,measurement_type,data_type,cadence,status,exp,sum,jobs,%Failure
19-AUG-2022 09,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,216,-36,36,1.00
19-AUG-2022 10,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
19-AUG-2022 11,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,312,-52,52,1.00
19-AUG-2022 12,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,294,-49,49,1.00
19-AUG-2022 13,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,294,-49,49,1.00
19-AUG-2022 14,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,282,-47,47,1.00
19-AUG-2022 15,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
19-AUG-2022 16,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,288,-48,48,1.00
19-AUG-2022 17,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,288,-48,48,1.00
19-AUG-2022 18,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,282,-47,47,1.00
19-AUG-2022 19,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
19-AUG-2022 20,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,288,-48,48,1.00
19-AUG-2022 21,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,306,-51,51,1.00
19-AUG-2022 22,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,264,-44,44,1.00
19-AUG-2022 23,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
19-JUL-2022 16,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,618,-103,103,1.00
20-AUG-2022 00,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,246,-41,41,1.00
20-AUG-2022 01,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,306,-51,51,1.00
20-AUG-2022 02,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,288,-48,48,1.00
20-AUG-2022 03,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,240,-40,40,1.00
20-AUG-2022 04,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,300,-50,50,1.00
20-AUG-2022 05,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,294,-49,49,1.00
20-AUG-2022 06,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
20-AUG-2022 07,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,294,-49,49,1.00
20-AUG-2022 08,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
20-AUG-2022 09,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,312,-52,52,1.00
20-AUG-2022 10,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,252,-42,42,1.00
20-AUG-2022 11,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
20-AUG-2022 12,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,288,-48,48,1.00
20-AUG-2022 13,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,312,-52,52,1.00
20-AUG-2022 14,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
20-AUG-2022 15,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,300,-50,50,1.00
20-AUG-2022 16,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
20-AUG-2022 17,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,282,-47,47,1.00
20-AUG-2022 18,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,234,-39,39,1.00
20-AUG-2022 19,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,264,-44,44,1.00
20-AUG-2022 20,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
20-AUG-2022 21,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
20-AUG-2022 22,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,198,-33,33,1.00
20-AUG-2022 23,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
21-AUG-2022 00,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,264,-44,44,1.00
21-AUG-2022 01,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
21-AUG-2022 02,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,312,-52,52,1.00
21-AUG-2022 03,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,282,-47,47,1.00
21-AUG-2022 04,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,258,-43,43,1.00
21-AUG-2022 05,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,240,-40,40,1.00
21-AUG-2022 06,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,264,-44,44,1.00
21-AUG-2022 07,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
21-AUG-2022 08,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,282,-47,47,1.00
21-AUG-2022 09,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,288,-48,48,1.00
21-AUG-2022 10,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,288,-48,48,1.00
21-AUG-2022 11,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,252,-42,42,1.00
21-AUG-2022 12,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,228,-38,38,1.00
21-AUG-2022 13,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,264,-44,44,1.00
21-AUG-2022 14,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,288,-48,48,1.00
21-AUG-2022 15,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,246,-41,41,1.00
21-AUG-2022 16,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,300,-50,50,1.00
21-AUG-2022 17,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
21-AUG-2022 18,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,240,-40,40,1.00
21-AUG-2022 19,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
21-AUG-2022 20,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,282,-47,47,1.00
21-AUG-2022 21,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,252,-42,42,1.00
21-AUG-2022 22,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,318,-53,53,1.00
21-AUG-2022 23,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,294,-49,49,1.00
22-AUG-2022 00,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,294,-49,49,1.00
22-AUG-2022 01,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
22-AUG-2022 02,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
22-AUG-2022 03,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
22-AUG-2022 04,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,246,-41,41,1.00
22-AUG-2022 05,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,246,-41,41,1.00
22-AUG-2022 06,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
22-AUG-2022 07,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,300,-50,50,1.00
22-AUG-2022 08,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,246,-41,41,1.00
22-AUG-2022 09,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,204,-34,34,1.00
22-AUG-2022 10,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,264,-44,44,1.00
22-AUG-2022 11,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,288,-48,48,1.00
22-AUG-2022 12,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,282,-47,47,1.00
22-AUG-2022 13,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,234,-39,39,1.00
22-AUG-2022 14,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
22-AUG-2022 15,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
22-AUG-2022 16,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,288,-48,48,1.00
22-AUG-2022 17,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,288,-48,48,1.00
22-AUG-2022 18,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,246,-41,41,1.00
22-AUG-2022 19,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,240,-40,40,1.00
22-AUG-2022 20,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,300,-50,50,1.00
22-AUG-2022 21,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
22-AUG-2022 22,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,282,-47,47,1.00
22-AUG-2022 23,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,264,-44,44,1.00
23-AUG-2022 00,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
23-AUG-2022 01,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,282,-47,47,1.00
23-AUG-2022 02,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,294,-49,49,1.00
23-AUG-2022 03,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,228,-38,38,1.00
23-AUG-2022 04,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
23-AUG-2022 05,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
23-AUG-2022 06,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
23-AUG-2022 07,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,300,-50,50,1.00
23-AUG-2022 08,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,336,-56,56,1.00
23-AUG-2022 09,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
23-AUG-2022 10,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,264,-44,44,1.00
23-AUG-2022 11,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,246,-41,41,1.00
23-AUG-2022 12,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,300,-50,50,1.00
23-AUG-2022 13,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
23-AUG-2022 14,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,264,-44,44,1.00
23-AUG-2022 15,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,258,-43,43,1.00
23-AUG-2022 16,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
23-AUG-2022 17,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,246,-41,41,1.00
23-AUG-2022 18,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,216,-36,36,1.00
23-AUG-2022 19,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,246,-41,41,1.00
23-AUG-2022 20,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,288,-48,48,1.00
23-AUG-2022 21,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
23-AUG-2022 22,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,288,-48,48,1.00
23-AUG-2022 23,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,222,-37,37,1.00
23-SEP-2022 16,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,60,-10,10,1.00
24-AUG-2022 00,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,293,-49,49,1.00
24-AUG-2022 01,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
24-AUG-2022 02,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
24-AUG-2022 03,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,288,-48,48,1.00
24-AUG-2022 04,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,282,-47,47,1.00
24-AUG-2022 05,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,264,-44,44,1.00
24-AUG-2022 06,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,324,-54,54,1.00
24-AUG-2022 07,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,264,-44,44,1.00
24-AUG-2022 08,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,282,-47,47,1.00
24-AUG-2022 09,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,288,-48,48,1.00
24-AUG-2022 10,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,252,-42,42,1.00
24-AUG-2022 11,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,288,-48,48,1.00
24-AUG-2022 12,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,282,-47,47,1.00
24-AUG-2022 13,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,252,-42,42,1.00
24-AUG-2022 14,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,312,-52,52,1.00
24-AUG-2022 15,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,258,-43,43,1.00
24-AUG-2022 16,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
24-AUG-2022 17,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
24-AUG-2022 18,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,258,-43,43,1.00
24-AUG-2022 19,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,264,-44,44,1.00
24-AUG-2022 20,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,300,-50,50,1.00
24-AUG-2022 21,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,282,-47,47,1.00
24-AUG-2022 22,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,240,-40,40,1.00
24-AUG-2022 23,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
24-SEP-2022 16,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,30,-5,5,1.00
25-AUG-2022 00,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,234,-39,39,1.00
25-AUG-2022 01,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,288,-48,48,1.00
25-AUG-2022 02,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,312,-52,52,1.00
25-AUG-2022 03,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,264,-44,44,1.00
25-AUG-2022 04,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,252,-42,42,1.00
25-AUG-2022 05,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
25-AUG-2022 06,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,228,-38,38,1.00
25-AUG-2022 07,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,264,-44,44,1.00
25-AUG-2022 08,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
25-AUG-2022 09,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,294,-49,49,1.00
25-AUG-2022 10,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,282,-47,47,1.00
25-AUG-2022 11,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,282,-47,47,1.00
25-AUG-2022 12,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,282,-47,47,1.00
25-AUG-2022 13,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
25-AUG-2022 14,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,294,-49,49,1.00
25-AUG-2022 15,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
25-AUG-2022 16,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,318,-53,53,1.00
25-AUG-2022 17,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,198,-33,33,1.00
25-AUG-2022 18,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,318,-53,53,1.00
25-AUG-2022 19,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,300,-50,50,1.00
25-AUG-2022 20,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,246,-41,41,1.00
25-AUG-2022 21,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,282,-47,47,1.00
25-AUG-2022 22,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,306,-51,51,1.00
25-AUG-2022 23,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,246,-41,41,1.00
25-SEP-2022 16,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,12,-2,2,1.00
26-AUG-2022 00,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,240,-40,40,1.00
26-AUG-2022 01,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
26-AUG-2022 02,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
26-AUG-2022 03,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,288,-48,48,1.00
26-AUG-2022 04,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,288,-48,48,1.00
26-AUG-2022 05,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,252,-42,42,1.00
26-AUG-2022 06,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
26-AUG-2022 07,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,234,-39,39,1.00
26-AUG-2022 08,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,282,-47,47,1.00
26-AUG-2022 09,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,264,-44,44,1.00
26-AUG-2022 10,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
26-AUG-2022 11,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,264,-44,44,1.00
26-AUG-2022 12,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,288,-48,48,1.00
26-AUG-2022 13,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,300,-50,50,1.00
26-AUG-2022 14,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
26-AUG-2022 15,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
26-AUG-2022 16,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,264,-44,44,1.00
26-AUG-2022 17,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,264,-44,44,1.00
26-AUG-2022 18,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
26-AUG-2022 19,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,246,-41,41,1.00
26-AUG-2022 20,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
26-AUG-2022 21,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,288,-48,48,1.00
26-AUG-2022 22,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,306,-51,51,1.00
26-AUG-2022 23,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,240,-40,40,1.00
27-AUG-2022 00,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,300,-50,50,1.00
27-AUG-2022 01,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,264,-44,44,1.00
27-AUG-2022 02,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
27-AUG-2022 03,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,246,-41,41,1.00
27-AUG-2022 04,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,288,-48,48,1.00
27-AUG-2022 05,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,228,-38,38,1.00
27-AUG-2022 06,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
27-AUG-2022 07,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,312,-52,52,1.00
27-AUG-2022 08,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,288,-48,48,1.00
27-AUG-2022 09,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,282,-47,47,1.00
27-AUG-2022 10,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,264,-44,44,1.00
27-AUG-2022 11,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,264,-44,44,1.00
27-AUG-2022 12,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,252,-42,42,1.00
27-AUG-2022 13,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
27-AUG-2022 14,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,252,-42,42,1.00
27-AUG-2022 15,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,294,-49,49,1.00
27-AUG-2022 16,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,312,-52,52,1.00
27-AUG-2022 17,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,240,-40,40,1.00
27-AUG-2022 18,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,282,-47,47,1.00
27-AUG-2022 19,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,282,-47,47,1.00
27-AUG-2022 20,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,288,-48,48,1.00
27-AUG-2022 21,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
27-AUG-2022 22,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,240,-40,40,1.00
27-AUG-2022 23,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,288,-48,48,1.00
28-AUG-2022 00,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
28-AUG-2022 01,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,258,-43,43,1.00
28-AUG-2022 02,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
28-AUG-2022 03,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,264,-44,44,1.00
28-AUG-2022 04,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,252,-42,42,1.00
28-AUG-2022 05,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
28-AUG-2022 06,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,264,-44,44,1.00
28-AUG-2022 07,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
28-AUG-2022 08,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,300,-50,50,1.00
28-AUG-2022 09,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
28-AUG-2022 10,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
28-AUG-2022 11,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,264,-44,44,1.00
28-AUG-2022 12,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
28-AUG-2022 13,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
28-AUG-2022 14,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,252,-42,42,1.00
28-AUG-2022 15,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,264,-44,44,1.00
28-AUG-2022 16,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,294,-49,49,1.00
28-AUG-2022 17,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,234,-39,39,1.00
28-AUG-2022 18,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
28-AUG-2022 19,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,234,-39,39,1.00
28-AUG-2022 20,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,312,-52,52,1.00
28-AUG-2022 21,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,294,-49,49,1.00
28-AUG-2022 22,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,216,-36,36,1.00
28-AUG-2022 23,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,264,-44,44,1.00
29-AUG-2022 00,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,246,-41,41,1.00
29-AUG-2022 01,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,324,-54,54,1.00
29-AUG-2022 02,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,312,-52,52,1.00
29-AUG-2022 03,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,246,-41,41,1.00
29-AUG-2022 04,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,270,-45,45,1.00
29-AUG-2022 05,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,264,-44,44,1.00
29-AUG-2022 06,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,294,-49,49,1.00
29-AUG-2022 07,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,264,-44,44,1.00
29-AUG-2022 08,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,258,-43,43,1.00
29-AUG-2022 09,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,282,-47,47,1.00
29-AUG-2022 10,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
29-AUG-2022 11,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,258,-43,43,1.00
29-AUG-2022 12,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,300,-50,50,1.00
29-AUG-2022 13,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,282,-47,47,1.00
29-AUG-2022 14,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,246,-41,41,1.00
29-AUG-2022 15,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,294,-49,49,1.00
29-AUG-2022 16,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,264,-44,44,1.00
29-AUG-2022 17,GitLabs,Irr-adi,goe-xra-bac-mes-,1 day,Error,276,-46,46,1.00
